Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,Ω¸’Ω±©ª˜¬ ,ª“©±©ª˜¬ ,ƒß∑®±©ª˜¬ ,π•≥«±©ª˜¬ ,Ω¸’Ω±©ª˜µ»º∂,ª“©±©ª˜µ»º∂,ƒß∑®±©ª˜µ»º∂,π•≥«±©ª˜µ»º∂,Dead_Def,±©ª˜…À∫¶º”≥…¬ ,hit,dodge,Aiid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
 ‘¡∂’ΩªÍ,885034,11980,°°,444,°°,34,4,2,°°,°°,5,320,400,3645,°°,297,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,39,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885035,11980,°°,444,°°,35,4,2,°°,°°,5,320,400,3780,°°,374,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,39,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885036,11980,°°,444,°°,36,4,2,°°,°°,5,320,400,3888,°°,388,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,42,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885037,11980,°°,444,°°,37,4,2,°°,°°,5,320,400,4032,°°,402,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,42,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885038,11980,°°,444,°°,38,4,2,°°,°°,5,320,400,4158,°°,415,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,42,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885039,11980,°°,444,°°,39,4,2,°°,°°,5,320,400,4302,°°,430,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,42,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885040,11980,°°,444,°°,40,4,2,°°,°°,5,320,400,4410,°°,444,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,42,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885041,11980,°°,444,°°,41,4,2,°°,°°,5,320,400,4621,°°,458,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,46,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885042,11980,°°,444,°°,42,4,2,°°,°°,5,320,400,4879,°°,472,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,46,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885043,11980,°°,444,°°,43,4,2,°°,°°,5,320,400,5162,°°,482,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,46,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885044,11980,°°,444,°°,44,4,2,°°,°°,5,320,400,5468,°°,494,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,46,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885045,11980,°°,444,°°,45,4,2,°°,°°,5,320,400,5805,°°,510,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,46,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885046,11980,°°,444,°°,46,4,2,°°,°°,5,320,400,6165,°°,523,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,49,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885047,11980,°°,444,°°,47,4,2,°°,°°,5,320,400,6581,°°,540,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,49,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885048,11980,°°,444,°°,48,4,2,°°,°°,5,320,400,6899,°°,554,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,49,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885049,11980,°°,444,°°,49,4,2,°°,°°,5,320,400,7209,°°,574,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,49,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885050,11980,°°,444,°°,50,4,2,°°,°°,5,320,400,7516,°°,588,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,49,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885051,11980,°°,444,°°,51,4,2,°°,°°,5,320,400,7799,°°,602,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,53,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885052,11980,°°,444,°°,52,4,2,°°,°°,5,320,400,8101,°°,626,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,53,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885053,11980,°°,444,°°,53,4,2,°°,°°,5,320,400,8465,°°,649,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,53,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885054,11980,°°,444,°°,54,4,2,°°,°°,5,320,400,8831,°°,676,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,53,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885055,11980,°°,444,°°,55,4,2,°°,°°,5,320,400,9269,°°,700,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,53,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885056,11980,°°,444,°°,56,4,2,°°,°°,5,320,400,9548,°°,730,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,56,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885057,11980,°°,444,°°,57,4,2,°°,°°,5,320,400,9827,°°,760,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,56,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885058,11980,°°,444,°°,58,4,2,°°,°°,5,320,400,10106,°°,790,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,56,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885059,11980,°°,444,°°,59,4,2,°°,°°,5,320,400,10385,°°,820,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,56,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885060,11980,°°,444,°°,60,4,2,°°,°°,5,320,400,10665,°°,850,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,56,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885061,11980,°°,444,°°,61,4,2,°°,°°,5,320,400,10944,°°,880,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,60,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885062,11980,°°,444,°°,62,4,2,°°,°°,5,320,400,11223,°°,910,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,60,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885063,11980,°°,444,°°,63,4,2,°°,°°,5,320,400,11502,°°,940,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,60,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885064,11980,°°,444,°°,64,4,2,°°,°°,5,320,400,11781,°°,960,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,60,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885065,11980,°°,444,°°,65,4,2,°°,°°,5,320,400,12060,°°,1000,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,60,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885066,11980,°°,444,°°,66,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885067,11980,°°,444,°°,67,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885068,11980,°°,444,°°,68,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885069,11980,°°,444,°°,69,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885070,11980,°°,444,°°,70,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885071,11980,°°,444,°°,71,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885072,11980,°°,444,°°,72,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885073,11980,°°,444,°°,73,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885074,11980,°°,444,°°,74,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885075,11980,°°,444,°°,75,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885076,11980,°°,444,°°,76,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885077,11980,°°,444,°°,77,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885078,11980,°°,444,°°,78,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885079,11980,°°,444,°°,79,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885080,11980,°°,444,°°,80,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885081,11980,°°,444,°°,81,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885082,11980,°°,444,°°,82,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885083,11980,°°,444,°°,83,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885084,11980,°°,444,°°,84,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,885085,11980,°°,444,°°,85,4,2,°°,°°,5,320,400,0,°°,0,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2609,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886001,11980,°°,444,°°,1,4,2,°°,°°,5,320,400,140,°°,1,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,14,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886002,11980,°°,444,°°,2,4,2,°°,°°,5,320,400,225,°°,2,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,14,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886003,11980,°°,444,°°,3,4,2,°°,°°,5,320,400,309,°°,4,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,14,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886004,11980,°°,444,°°,4,4,2,°°,°°,5,320,400,394,°°,6,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,18,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886005,11980,°°,444,°°,5,4,2,°°,°°,5,320,400,479,°°,9,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,18,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886006,11980,°°,444,°°,6,4,2,°°,°°,5,320,400,564,°°,14,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,18,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886007,11980,°°,444,°°,7,4,2,°°,°°,5,320,400,648,°°,18,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,21,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886008,11980,°°,444,°°,8,4,2,°°,°°,5,320,400,733,°°,23,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,21,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886009,11980,°°,444,°°,9,4,2,°°,°°,5,320,400,818,°°,29,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,21,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886010,11980,°°,444,°°,10,4,2,°°,°°,5,320,400,902,°°,36,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,21,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886011,11980,°°,444,°°,11,4,2,°°,°°,5,320,400,1269,°°,45,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,25,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886012,11980,°°,444,°°,12,4,2,°°,°°,5,320,400,1378,°°,56,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,25,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886013,11980,°°,444,°°,13,4,2,°°,°°,5,320,400,1487,°°,64,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,25,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886014,11980,°°,444,°°,14,4,2,°°,°°,5,320,400,1596,°°,73,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,25,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886015,11980,°°,444,°°,15,4,2,°°,°°,5,320,400,1705,°°,84,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,25,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886016,11980,°°,444,°°,16,4,2,°°,°°,5,320,400,1814,°°,95,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,28,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886017,11980,°°,444,°°,17,4,2,°°,°°,5,320,400,1922,°°,105,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,28,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886018,11980,°°,444,°°,18,4,2,°°,°°,5,320,400,2031,°°,115,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,28,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886019,11980,°°,444,°°,19,4,2,°°,°°,5,320,400,2140,°°,125,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,28,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886020,11980,°°,444,°°,20,4,2,°°,°°,5,320,400,2249,°°,135,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,28,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886021,11980,°°,444,°°,21,4,2,°°,°°,5,320,400,2358,°°,145,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,32,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
 ‘¡∂’ΩªÍ,886022,11980,°°,444,°°,22,4,2,°°,°°,5,320,400,2467,°°,157,°°,°°,°°,°°,°°,°°,°°,0,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1000,°°,2610,°°,°°,32,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,°°,1,1,°°,°°,°°
