物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求等级,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,水晶币买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,作用ID1,背包续时油需求个数,装备降级类型
89054,火药系军备包,军备包,★  [a]用途：[/]使用右键，打开军备包可获得对应等级的火药系高附加属性装备一件#★  [a]获取：[/]在战备军需官处兑换获得,大礼包,2622,2622,2622,1,2,1,,0,1,0,0,1,1,0,1,1000,1000,0,,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,88936,,
89055,魔法系军备包,军备包,★  [a]用途：[/]使用右键，打开军备包可获得对应等级的魔法系高附加属性装备一件#★  [a]获取：[/]在战备军需官处兑换获得,大礼包,2626,2626,2626,1,2,1,,0,1,0,0,1,1,0,1,1000,1000,0,,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,88936,,
89056,二档盾与武器配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张二档盾与武器配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2627,2627,2627,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89057,三档盾与武器配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张三档盾与武器配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2629,2629,2629,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89058,四档盾与武器配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张四档盾与武器配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2631,2631,2631,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89059,二档防具配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张二档防具配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2628,2628,2628,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89060,三档防具配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张三档防具配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2630,2630,2630,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89061,四档防具配方包,配方包,★  [a]用途：[/]使用右键，打开配方包可以获得100张四档防具配方图纸#★  [a]获取：[/]游戏商城出售,配方包,2632,2632,2632,1,2,1,,0,1,0,0,,,,1,1000,1000,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89062,宠物变身药丸【D类药】,宠物变身药丸,★  [a]用途：[/]使宠物变身#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]右键使用[/]后[255:0:255]选择[/]宠物需要变身的外形，变身后不改变宠物属性，[255:0:255]持续3天[/]#★  [a]可变外形：[/]碧灵兽、黑地精、蓝钟灵、紫泥浆怪、蓝蝙蝠,宠物变身药丸,1642,1642,1642,2,2,1,,0,,0,0,,,,,0,0,0,900,,,1000,,-1,1,,-1,0,0,,,,,,,,0,,,,,,88131,,
89063,宠物变身药丸【E类药】,宠物变身药丸,★  [a]用途：[/]使宠物变身#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]右键使用[/]后[255:0:255]选择[/]宠物需要变身的外形，变身后不改变宠物属性，[255:0:255]持续3天[/]#★  [a]可变外形：[/]火灵兽、幽暗沙虫、绿蝈蝈、黑色恶魔椅、白熊宝宝,宠物变身药丸,1642,1642,1642,2,2,1,,0,,0,0,,,,,0,0,0,1200,,,1000,,-1,1,,-1,0,0,,,,,,,,0,,,,,,88131,,
89064,宠物变身药丸【F类药】,宠物变身药丸,★  [a]用途：[/]使宠物变身#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]右键使用[/]后[255:0:255]选择[/]宠物需要变身的外形，变身后不改变宠物属性，[255:0:255]持续3天[/]#★  [a]可变外形：[/]恶魔猪、绿龙宝宝、三尾灵猫、RT-X、瑞狐,宠物变身药丸,1642,1642,1642,2,2,1,,0,,0,0,,,,,0,0,0,1500,,,1000,,-1,1,,-1,0,0,,,,,,,,0,,,,,,88131,,
89065,周年宝箱,周年道具,★  [a]用途：[/]使用后将有机会获得丰富的奖励#★  [a]获取：[/]活动产出#★  [a]说明：[/]英雄岛黄金测试周年庆活动宝箱,周年道具,104695,104695,104695,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88937,,
89066,宠物速成宝箱,促销宝箱,★  [a]用途：[/]使用后将获得大量超值道具（宠物洗点十字章×25、宠物技能重置玩偶×25、宠物经验丹×10、宠物小型寿命灵芝×5）#★  [a]获取：[/]云游商人处，每日限量出售#★  [a]说明：[/]原售价[255:0:255]7000点券[/]，现仅售[255:0:255]5000云游[/],促销礼包,2643,2643,2643,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89067,PK补给宝箱,促销宝箱,★  [a]用途：[/]使用后将获得大量超值道具（[特殊]中型生命药水×100、[特殊]中型能量药水×100、[一档]圣果×300、能量烈酒×30）#★  [a]获取：[/]云游商人处，每日限量出售#★  [a]说明：[/]原售价[255:0:255]6700点券[/]，现仅售[255:0:255]5000云游[/],促销礼包,2643,2643,2643,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89068,拉锯补给宝箱,促销宝箱,★  [a]用途：[/]使用后将获得大量超值道具（重生十字章×300、英雄转换魔晶×10、[四档]超级士气药酒×20、超级点金手套×100）#★  [a]获取：[/]云游商人处，每日限量出售#★  [a]说明：[/]原售价[255:0:255]7460点券[/]，现仅售[255:0:255]5000云游[/],促销礼包,2643,2643,2643,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89069,续时补给宝箱,促销宝箱,★  [a]用途：[/]使用后将获得大量超值道具（载具攻击续时油×4、载具小型耐久棒×4、拾取徽章×2、时装续时油×15）#★  [a]获取：[/]云游商人处，每日限量出售#★  [a]说明：[/]原售价[255:0:255]6500点券[/]，现仅售[255:0:255]5000云游[/],促销礼包,2643,2643,2643,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,901,,,,,,,,0,,,,,,88882,,
89070,二档鉴定棒,道具,★  [a]用途：[/]使用后点击相应二档装备进行装备鉴定#★  [a]获取：[/]在新手商人处出售,道具,2652,2652,2652,2,2,98,,0,,0,0,,,,,0,210,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,,,
89071,三档鉴定棒,道具,★  [a]用途：[/]使用后点击相应三档及三档以下装备进行装备鉴定#★  [a]获取：[/]在新手商人处出售,道具,2652,2652,2652,3,2,98,,0,,0,0,,,,,525,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,,,
89072,四档鉴定棒,道具,★  [a]用途：[/]使用后点击相应四档及四档以下装备进行装备鉴定#★  [a]获取：[/]在新手商人处出售,道具,2652,2652,2652,4,2,98,,0,,0,0,,,,,1050,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,,,
89073,欢度国庆[欢],国庆道具,★  [a]用途：[/]集齐[255:0:255]“欢”[/]、[255:0:255]“度”[/]、[255:0:255]“国”[/]、[255:0:255]“庆”[/]四个字，点击任意一字即可将四字合成1个爱国者宝箱。#★  [a]获取：[/]活动[255:0:255]“国庆在线送豪礼”[/]可以获得[255:0:255]“欢”[/]字,国庆道具,2660,2660,2660,3,2,1,5037,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88938,,
89074,欢度国庆[度],国庆道具,★  [a]用途：[/]集齐[255:0:255]“欢”[/]、[255:0:255]“度”[/]、[255:0:255]“国”[/]、[255:0:255]“庆”[/]四个字，点击任意一字即可将四字合成1个爱国者宝箱。#★  [a]获取：[/]活动[255:0:255]“保卫钓鱼岛”[/]可以获得[255:0:255]“度”[/]字,国庆道具,2659,2659,2659,3,2,1,5037,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88938,,
89075,欢度国庆[国],国庆道具,★  [a]用途：[/]集齐[255:0:255]“欢”[/]、[255:0:255]“度”[/]、[255:0:255]“国”[/]、[255:0:255]“庆”[/]四个字，点击任意一字即可将四字合成1个爱国者宝箱。#★  [a]获取：[/]财神宝箱、神秘之地、深寒地宫、夺宝奇兵有几率获得[255:0:255]“国”[/]字,国庆道具,2657,2657,2657,3,2,1,5037,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88938,,
89076,欢度国庆[庆],国庆道具,★  [a]用途：[/]集齐[255:0:255]“欢”[/]、[255:0:255]“度”[/]、[255:0:255]“国”[/]、[255:0:255]“庆”[/]四个字，点击任意一字即可将四字合成1个爱国者宝箱。#★  [a]获取：[/]活动[255:0:255]“为了荣誉而战 ”[/]有机会获得[255:0:255]“庆”[/]字,国庆道具,2658,2658,2658,3,2,1,5037,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88938,,
89077,爱国者宝箱,宝箱道具,★  [a]用途：[/]右键点击开启宝箱，有几率获得各种珍稀宝宝卡、时装以及其他丰富道具#★  [a]获取：[/]集齐[255:0:255]“欢”[/]、[255:0:255]“度”[/]、[255:0:255]“国”[/]、[255:0:255]“庆”[/]四个字，点击任意一字即可将四字合成1个爱国者宝箱。,宝箱道具,2665,2665,2665,3,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88938,,
89078,回流大礼包,大礼包,★  [a]用途：[/]右键点击使用获得丰富道具,大礼包,2663,2663,2663,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89079,双倍经验卡(7天),特殊道具,★  [a]用途：[/][255:0:255]右键使用[/]后将获得[255:0:255]7天时限[/]的双倍经验效果#★  [a]获取：[/]商城出售#★  [a]说明：[/]双倍经验效果持续7天，可以使用多张双倍经验卡，持续时间会直接累加；[255:0:255]不能与双倍经验储值卡同时使用,特殊道具,2655,2655,2655,2,2,1,5042,0,,0,0,,,,1,0,0,0,630,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88939,,
89080,双倍经验卡(15天),特殊道具,★  [a]用途：[/][255:0:255]右键使用[/]后将获得[255:0:255]15天时限[/]的双倍经验效果#★  [a]获取：[/]商城出售#★  [a]说明：[/]双倍经验效果持续15天，可以使用多张双倍经验卡，持续时间会直接累加；[255:0:255]不能与双倍经验储值卡同时使用,特殊道具,2653,2653,2653,2,2,1,5042,0,,0,0,,,,1,0,0,0,1200,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88939,,
89081,双倍经验卡(30天),特殊道具,★  [a]用途：[/][255:0:255]右键使用[/]后将获得[255:0:255]30天时限[/]的双倍经验效果#★  [a]获取：[/]商城出售#★  [a]说明：[/]双倍经验效果持续30天，可以使用多张双倍经验卡，持续时间会直接累加；[255:0:255]不能与双倍经验储值卡同时使用,特殊道具,2654,2654,2654,2,2,1,5042,0,,0,0,,,,1,0,0,0,2000,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88939,,
89082,成长达人礼包,奖励道具,★  [a]用途：[/]使用后将获得丰富道具奖励,奖励道具,1673,1673,1673,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89083,助长礼包(16级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89084,助长礼包(21级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89085,助长礼包(26级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89086,助长礼包(31级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89087,助长礼包(36级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89088,助长礼包(41级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89089,助长礼包(46级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89090,助长礼包(51级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89091,助长礼包(56级),大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,1666,1666,1666,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89092,国庆大礼包,大礼包,★  [a]用途：[/]使用后将获得丰富道具奖励,大礼包,2250,2250,2250,3,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89093,超级经验密函[二档],特殊道具,★  [a]用途：[/]右键点击[255:0:255]密函[/]开启，将获得丰富经验#★  [a]获取：[/]BOSS掉落,特殊道具,2667,2667,2667,3,2,1,5032,0,31,0,0,0,,,,0,0,0,50,,,1000,1,-1,1,,-1,0,0,,,,,,,,0,,,,,,794,,
89094,超级经验密函[三档],特殊道具,★  [a]用途：[/]右键点击[255:0:255]密函[/]开启，将获得丰富经验#★  [a]获取：[/]BOSS掉落,特殊道具,2668,2668,2668,3,2,1,5032,0,41,0,0,0,,,,0,0,0,50,,,1000,1,-1,1,,-1,0,0,,,,,,,,0,,,,,,794,,
89095,超级经验密函[四档],特殊道具,★  [a]用途：[/]右键点击[255:0:255]密函[/]开启，将获得丰富经验#★  [a]获取：[/]BOSS掉落,特殊道具,2669,2669,2669,3,2,1,5032,0,51,0,0,0,,,,0,0,0,50,,,1000,1,-1,1,,-1,0,0,,,,,,,,0,,,,,,794,,
89096,招财进宝之神,称号证明,★  [a]用途：[/]右键使用证明徽章后，将获得一个新的称号#★  [a]获取：[/]万圣节狂欢周中财神宝箱使用周排行榜第一名的玩家可获得#★  [a]说明：[/]称号存在时间为3天#★  [a]属性：[/][255:0:255]各类攻击增加150点，每杀死一个怪物获得一定生命和能量[/](称号增益效果只能存在一个),称号证明,2435,2435,2435,1,2,1,,0,,0,0,1,,1,1,0,0,0,,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,88895,,
89097,武财神,称号证明,★  [a]用途：[/]右键使用证明徽章后，将获得一个新的称号#★  [a]获取：[/]万圣节狂欢周中财神宝箱使用周排行榜第二、第三名的玩家可获得#★  [a]说明：[/]称号存在时间为3天#★  [a]属性：[/][255:0:255]各类攻击增加80点，每杀死一个怪物获得一定生命和能量[/](称号增益效果只能存在一个),称号证明,2435,2435,2435,1,2,1,,0,,0,0,1,,1,1,0,0,0,,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,88895,,
89098,文财神,称号证明,★  [a]用途：[/]右键使用证明徽章后，将获得一个新的称号#★  [a]获取：[/]万圣节狂欢周中财神宝箱使用排行榜第四到第十名的玩家可获得#★  [a]说明：[/]称号存在时间为3天#★  [a]属性：[/][255:0:255]各类攻击增加50点，每杀死一个怪物获得一定生命和能量[/](称号增益效果只能存在一个),称号证明,2435,2435,2435,1,2,1,,0,,0,0,1,,1,1,0,0,0,,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,88895,,
89099,英雄宝箱,宝箱道具,★  [a]用途：[/]右键点击开启宝盒，有机会获得珍稀道具#★  [a]获取：[/]官方充值活动免费赠送#★  [a]说明：[/]详情获得方法，请查看官网相关公告,宝箱道具,2334,2334,2334,3,2,1,,0,,0,0,1,,1,1,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88940,,
89100,小型生命灵水[元力],持续5秒，640生命/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定生命，[255:0:255]640生命/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,53165,53165,53165,3,2,1,,0,1,0,0,1,,,,,,400,,,120,1000,1,-1,0,,-1,1,5002,,,,,,,,0,,,,,,88924,,
89101,中型生命灵水[元力],持续5秒，800生命/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定生命，[255:0:255]800生命/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,53166,53166,53166,4,2,1,,0,1,0,0,1,,,,,,500,,,150,1000,1,-1,0,,-1,1,5002,,,,,,,,0,,,,,,88925,,
89102,大型生命灵水[元力],持续5秒，1000生命/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定生命，[255:0:255]1000生命/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,53167,53167,53167,5,2,1,,0,1,0,0,1,,,,,,630,,,189,1000,1,-1,0,,-1,1,5002,,,,,,,,0,,,,,,88926,,
89103,小型生命药水[元力],持续30秒，256生命/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定生命，[255:0:255]256生命/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,80011,80011,80011,3,2,1,,0,1,0,0,1,,,,,,320,,,96,1000,1,-1,0,,-1,1,5004,,,,,,,,0,,,,,,88927,,
89104,中型生命药水[元力],持续30秒，320生命/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定生命，[255:0:255]320生命/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,80012,80012,80012,4,2,1,,0,1,0,0,1,,,,,,400,,,120,1000,1,-1,0,,-1,1,5004,,,,,,,,0,,,,,,88928,,
89105,大型生命药水[元力],持续30秒，400生命/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定生命，[255:0:255]400生命/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,生命药品,80013,80013,80013,5,2,1,,0,1,0,0,1,,,,,,500,,,150,1000,1,-1,0,,-1,1,5004,,,,,,,,0,,,,,,88929,,
89106,小型能量灵水[元力],持续5秒，256能量/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定能量，[255:0:255]256能量/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,53160,53160,53160,3,2,1,,0,1,0,0,1,,,,,,400,,,120,1000,1,-1,0,,-1,1,6002,,,,,,,,0,,,,,,88930,,
89107,中型能量灵水[元力],持续5秒，320能量/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定能量，[255:0:255]320能量/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,53161,53161,53161,4,2,1,,0,1,0,0,1,,,,,,500,,,150,1000,1,-1,0,,-1,1,6002,,,,,,,,0,,,,,,88931,,
89108,大型能量灵水[元力],持续5秒，400能量/1秒，在浮空岛内受到攻击会停止回复。,★  [a]用途：[/]点击使用后，能快速恢复一定能量，[255:0:255]400能量/1秒，持续5秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]立即停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,53162,53162,53162,5,2,1,,0,1,0,0,1,,,,,,630,,,189,1000,1,-1,0,,-1,1,6002,,,,,,,,0,,,,,,88932,,
89109,小型能量药水[元力],持续30秒，102能量/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定能量，[255:0:255]102能量/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,80021,80021,80021,3,2,1,,0,1,0,0,1,,,,,,320,,,96,1000,1,-1,0,,-1,1,6004,,,,,,,,0,,,,,,88933,,
89110,中型能量药水[元力],持续30秒，128能量/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定能量，[255:0:255]128能量/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,80022,80022,80022,4,2,1,,0,1,0,0,1,,,,,,400,,,120,1000,1,-1,0,,-1,1,6004,,,,,,,,0,,,,,,88934,,
89111,大型能量药水[元力],持续30秒，160能量/2秒，在浮空岛内受到攻击不会停止回复。,★  [a]用途：[/]点击使用后，能持续恢复一定能量，[255:0:255]160能量/2秒，持续30秒[/]#★  [a]获取：[/]浮空岛士气商店#★  [a]说明：[/]在浮空岛内受到攻击[255:0:255]不会停止回复[/]，此物品仅在全民拉锯浮空岛存在。,能量药品,80023,80023,80023,5,2,1,,0,1,0,0,1,,,,,,500,,,150,1000,1,-1,0,,-1,1,6004,,,,,,,,0,,,,,,88935,,
89112,洗点十字章包(50个),促销礼包,★  [a]用途：[/]使用后将获得宠物洗点十字章×50#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]5000点券[/]，现仅售[255:0:255]4750点券[/],促销礼包,2677,2677,2677,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89113,洗点十字章包(100个),促销礼包,★  [a]用途：[/]使用后将获得宠物洗点十字章×100#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]10000点券[/]，现仅售[255:0:255]9000点券[/],促销礼包,2677,2677,2677,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89114,宠物技能重置玩偶包(50个),促销礼包,★  [a]用途：[/]使用后将获得宠物技能重置玩偶×50#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]5000点券[/]，现仅售[255:0:255]4750点券[/],促销礼包,2676,2676,2676,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89115,宠物技能重置玩偶包(100个),促销礼包,★  [a]用途：[/]使用后将获得宠物技能重置玩偶×100#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]10000点券[/]，现仅售[255:0:255]9000点券[/],促销礼包,2676,2676,2676,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89116,洗点十字章包(10个),促销礼包,★  [a]用途：[/]使用后将获得宠物洗点十字章×10#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]1000点券[/]，现仅售[255:0:255]970点券[/],促销礼包,2677,2677,2677,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89117,宠物技能重置玩偶包(10个),促销礼包,★  [a]用途：[/]使用后将获得宠物技能重置玩偶×10#★  [a]获取：[/]商城出售#★  [a]说明：[/]原售价[255:0:255]1000点券[/]，现仅售[255:0:255]970点券[/],促销礼包,2676,2676,2676,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89118,修炼令牌,经验道具,★  [a]用途：[/]右键点击使用，获得[255:0:255]10小时[/]离线修炼时间#★  [a]获取：[/]商城出售#★  [a]说明：[/]多次使用道具获得的修炼时间可以累加。#★  [a]操作：[/]按ESC键进入系统菜单后，选择离线修炼功能，在离线修炼功能菜单上可以查询离线修炼时间，以及开启离线修炼功能。,经验道具,2678,2678,2678,1,2,1,5042,0,,0,0,,,,1,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88941,,
89119,英雄回归礼包,大礼包,★  [a]用途：[/]使用后将获得十分丰厚的大礼#★  [a]说明：[/]号角吹响，各路英雄踏上回归之路,大礼包,1675,1675,1675,1,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89120,会员专享礼包,大礼包,★  [a]用途：[/]使用后将获得丰富的道具奖励#★  [a]获取：[/]会员活动#★  [a]说明：[/]会员专享,大礼包,1671,1671,1671,1,2,1,,0,,0,0,1,,,,0,0,0,,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,88882,,
89121,松软的雪球,圣诞道具,★  [a]用途：[/]圣诞期间，对雪人BOSS使用，会造成1500点伤害。#★  [a]获得：[/]圣诞活动期间在游戏界面右下方的圣诞活动卷轴处购买#★  [a]说明：[/]使用冷却时间为1秒,圣诞道具,2254,2254,2254,1,2,1,,0,,0,0,,,,,0,0,0,,,,1000,1,-1,1,,-1,,6202,,,,,,,,0,,,,,,88942,,
