1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
38240,Pink－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27500,0,0,0,
38241,Pink－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27501,0,0,0,
38242,Pink－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27502,0,0,0,
38243,Pink－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27503,0,0,0,
38244,Pink－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27504,0,0,0,
38245,Pink－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27505,0,0,0,
38246,Pink－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27506,0,0,0,
38247,Pink－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27507,0,0,0,
38248,Pink－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27508,0,0,0,
38249,Pink－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27509,0,0,0,
38250,Pink－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27510,0,0,0,
38251,Pink－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27511,0,0,0,
38252,Pink－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27512,0,0,0,
38253,Pink－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27513,0,0,0,
38254,Pink－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27514,0,0,0,
38255,哥特－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27515,0,0,0,
38256,哥特－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27516,0,0,0,
38257,哥特－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27517,0,0,0,
38258,哥特－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27518,0,0,0,
38259,哥特－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27519,0,0,0,
38260,哥特－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27520,0,0,0,
38261,哥特－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27521,0,0,0,
38262,哥特－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27522,0,0,0,
38263,哥特－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27523,0,0,0,
38264,哥特－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27524,0,0,0,
38265,哥特－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27525,0,0,0,
38266,哥特－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27526,0,0,0,
38267,哥特－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27527,0,0,0,
38268,哥特－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27528,0,0,0,
38269,哥特－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27529,0,0,0,
38270,格子房－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27530,0,0,0,
38271,格子房－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27531,0,0,0,
38272,格子房－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27532,0,0,0,
38273,格子房－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27533,0,0,0,
38274,格子房－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27534,0,0,0,
38275,格子房－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27535,0,0,0,
38276,格子房－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27536,0,0,0,
38277,格子房－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27537,0,0,0,
38278,格子房－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27538,0,0,0,
38279,格子房－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27539,0,0,0,
38280,格子房－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27540,0,0,0,
38281,格子房－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27541,0,0,0,
38282,格子房－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27542,0,0,0,
38283,格子房－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27543,0,0,0,
38284,格子房－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27544,0,0,0,
38285,青蛙－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27545,0,0,0,
38286,青蛙－2级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27546,0,0,0,
38287,青蛙－3级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27547,0,0,0,
38288,青蛙－4级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27548,0,0,0,
38289,青蛙－5级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27549,0,0,0,
38290,青蛙－6级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27550,0,0,0,
38291,青蛙－6级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27551,0,0,0,
38292,青蛙－7级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27552,0,0,0,
38293,青蛙－7级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27553,0,0,0,
38294,青蛙－8级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27554,0,0,0,
38295,青蛙－8级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27555,0,0,0,
38296,青蛙－9级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27556,0,0,0,
38297,青蛙－9级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27557,0,0,0,
38298,青蛙－10级墙1层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27558,0,0,0,
38299,青蛙－10级墙2层,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27559,0,0,0,
38300,田园－1级墙,墙用后不能回收,★  [a]用途：[/]墙壁[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,墙用后不能回收,1634,1634,1634,5,2,14,0,0,0,0,0,0,0,,0,120000,240000,0,1200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27560,0,0,0,
