物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
11056,马戏团高帽[白银男装](3档),马戏团高帽,充满个性的小丑高帽，让你处处青春飞扬。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104558,104558,104558,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2613,,2643,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,3,,,1,,,2,,
11057,马戏团舞服[白银男装](3档),马戏团舞服,动感十足的马戏团舞服，穿上它就忍不住翩翩起舞。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104559,104559,104559,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2616,,2649,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11058,红蘑菇头冠[白银男装](3档),红蘑菇头冠,把自己化装成可爱的蘑菇，玩出你独特的品位。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104578,104578,104578,3,1,1,2007,0,21,0,0,,1,,,,,,500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2615,,2645,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,3,,,1,,,2,,
11059,红蘑菇外套[白银男装](3档),红蘑菇外套,俏皮可爱的蘑菇制服，男孩穿上也有大森林的清新迷人。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104579,104579,104579,3,1,5,2007,0,21,0,0,,1,,,,,,750,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2618,,2651,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11060,贵族爵士帽[白银男装](3档),贵族爵士帽,贵族扎于头顶的黑色翅膀，充满神秘的韵味。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104400,104400,104400,3,1,1,2007,0,21,0,0,,1,,,,,,500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2614,,2644,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11061,贵族爵士服[白银男装](3档),贵族爵士服,体面的爵士制服，举手投足间尽显尊贵和典雅。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104577,104577,104577,3,1,5,2007,0,21,0,0,,1,,,,,,750,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2617,,2650,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11062,动感男孩眼镜[白银男装](3档),动感男孩眼镜,别致的休闲眼镜，让你比平日多添一份帅气。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104581,104581,104581,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2701,,2703,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11063,动感男孩外套[白银男装](3档),动感男孩外套,动感十足的街头男孩，散发出青春的活力与浪漫。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104582,104582,104582,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2702,,2704,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,2,,
11064,马戏团长耳[白银女装](3档),马戏团长耳,充满诱惑的马戏团长耳，戴上它能大大的提高回头率。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104562,104562,104562,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2622,,2631,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,1002,3,,,2,,,2,,
11065,马戏团舞裙[白银女装](3档),马戏团舞裙,活力四射的马戏团舞裙，让你时刻绽放美丽。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[[/]#★ [a]最低等级需求21级[/],,104563,104563,104563,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2628,,2637,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,2,,
11066,猫女面罩[白银女装](3档),猫女面罩,神秘的猫女面罩，让你勾魂的双眼更加的迷人。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104583,104583,104583,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,631001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2623,,2632,-1,,,,,-1,,,,,1,,1,,,,,,,,,,,,1002,3,,,2,,,2,,
11067,猫女外套[白银女装](3档),猫女外套,性感又火辣的猫女，穿上它每个男人都会为你疯狂。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104584,104584,104584,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,630001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2629,,2638,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,2,,
11068,鬼脸面具[白银](3档),鬼脸面具,戴上鬼脸面具，让你的朋友们被吓一大跳吧！[/]#★ [a]右饰品，可以和休闲装衣服帽子同时装备[/]#★ [a]该服饰穿上前不会绑定[/],,104569,104569,104569,3,1,3,3004,0,0,0,0,,1,,,,,,1000,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632009,,,,,,,,,,,12800,18,,,,,2,-1,-1,-1,,,,,,,,3,2655,2626,2646,2635,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,,,2,,
11069,酷辣太阳镜[白银女装](3档),酷辣太阳镜,透明的太阳镜，时尚小姐的最爱。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104709,104709,104709,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,3112,,3119,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11070,酷辣少女装[白银女装](3档),酷辣少女装,穿上它就能变成酷辣美少女。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104707,104707,104707,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,3116,,3123,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11071,可爱女仆背饰[白银](3档),可爱女仆背饰,娇憨乖巧的公仔装饰衬托，邻家可人的形象立刻出现在眼前。[/]#★ [a]左饰品，可以和休闲装衣服帽子同时装备[/]#★ [a]该服饰穿上前不会绑定[/],,1708,1708,1708,3,1,2,2007,0,21,0,0,,1,,,,,,1200,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632010,640003,43001,,,,,,,,,32000,18,,,,,0,-1,-1,-1,,,,,,,,21,4576,4074,4577,4088,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,0,,,2,,
11072,帅气男佣背饰[白银](3档),帅气男佣背饰,主人出行，当然要仆从跟随，当你装备上之后，才能彰显尊贵的身份。[/]#★ [a]右饰品，可以和休闲装衣服帽子同时装备[/]#★ [a]该服饰穿上前不会绑定[/],,1707,1707,1707,3,1,3,3004,0,21,0,0,,1,,,,,,1000,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632009,43002,,,,,,,,,,12800,18,,,,,2,-1,-1,-1,,,,,,,,18,4575,4072,4574,4086,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,,,2,,
11073,乖巧公仔姐背饰[白银](3档),乖巧公仔姐,左拥右护，众星拱月的感觉，当你装备上之后，立刻就可以体会到其中的滋味。[/]#★ [a]右饰品，可以和休闲装衣服帽子同时装备[/]#★ [a]该服饰穿上前不会绑定[/],,1709,1709,1709,3,1,3,3004,0,21,0,0,,1,,,,,,1000,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632009,43004,,,,,,,,,,32000,18,,,,,2,-1,-1,-1,,,,,,,,18,4069,4578,4089,4580,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,0,,,2,,
11074,淘气公仔妹背饰[[白银](3档),淘气公仔妹,可爱公仔紧随你身后，身份价值的完美体现。[/]#★ [a]左饰品，可以和休闲装衣服帽子同时装备[/]#★ [a]该服饰穿上前不会绑定[/],,1710,1710,1710,3,1,2,2007,0,21,0,0,,1,,,,,,1200,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632010,640003,43003,,,,,,,,,12800,18,,,,,0,-1,-1,-1,,,,,,,,21,4071,4579,4091,4581,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,0,,,2,,
11075,灵界仙子头饰[白银](3档),曼妙的紫色萝纱让这件头饰与众不同。,曼妙的紫色萝纱让这件头饰与众不同。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104415,104415,104415,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2517,,2500,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,1,,
11076,灵界仙子婚纱[白银](3档),穿上它，你就是来自灵界的仙子。,穿上它，你就是来自灵界的仙子。绽放你无限的诱惑吧。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104414,104414,104414,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2520,,2503,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11077,燕尾绅士礼帽[白银](3档),这顶帽子和燕尾礼服搭配起来简直天衣无缝。,这顶帽子和燕尾礼服搭配起来简直天衣无缝。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104430,104430,104430,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2488,,2494,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11078,燕尾绅士礼服[白银](3档),让你穿出男士的优雅和风度。,本年度最流行的礼服。让你穿出男士的优雅和风度。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104431,104431,104431,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2491,,2497,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11079,翎羽头带[白银女装](3档),翎羽头带[白银](3档),头带上的缀饰翎毛，显出别样的风情。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2112,2112,2112,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4283,,4287,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,1,,
11080,魅惑天使装[白银女装](3档),魅惑天使装[白银](3档),圣洁之中带点性感，妩媚之中透出端庄，天使和魔鬼的完美结合。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2113,2113,2113,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4286,,4290,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11081,贵族礼帽[白银男装](3档),贵族礼帽[白银](3档),礼帽上缀饰着高雅的羽毛，是高贵绅士的最佳选择。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2117,2117,2117,3,1,1,2007,0,21,0,0,,1,,,,,,2500,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4296,,4300,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,3,,,1,,,1,,
11082,高贵戎装[白银男装](3档),高贵戎装[白银](3档),野性彪悍、异域风情，正义的化身，英雄的代表。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2118,2118,2118,3,1,5,2007,0,21,0,0,,1,,,,,,3000,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4297,,4301,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11083,锦簇花冠[白银女装](3档),锦簇花冠,美丽的花冠，魅力和风情的演示。[/]#★ 中秋节活动获得。[/]#★ [a]该服饰获取后绑定,,2119,2119,2119,3,1,1,2007,0,0,0,0,,1,,,,,,2500,10,,1,,-1,1,1,604800,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4285,,4289,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,
11084,月宫女头饰[白银女装](3档),月宫头饰女,传说中月兔灵魂变成的头饰，带上它可以获得月神的祝福。[/]#★ 中秋节活动获得。[/]#★ [a]该服饰获取后绑定,,2114,2114,2114,3,1,1,2007,0,0,0,0,,1,,,,,,2500,10,,1,,-1,1,1,604800,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4284,,4288,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,
11085,凯撒桂冠[白银男装](3档),凯撒桂冠,高贵的花冠，胜利和荣誉的象征。[/]#★ 中秋节活动获得。[/]#★ [a]该服饰获取后绑定,,2116,2116,2116,3,1,1,2007,0,0,0,0,,1,,,,,,2500,10,,1,,-1,1,1,604800,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4295,,4299,,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,
11086,月宫男头饰[白银男装](3档),月宫头饰男,传说中月兔灵魂变成的头饰，带上它可以获得月神的祝福。[/]#★ 中秋节活动获得。[/]#★ [a]该服饰获取后绑定,,2115,2115,2115,3,1,1,2007,0,0,0,0,,1,,,,,,2500,10,,1,,-1,1,1,604800,,,,,,,,,,,,,,,,0,,,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4294,,4298,,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,
11087,万圣节男帽[白银](3档),万圣节男帽[白银](3档),这顶帽子与衣服搭配起来让你显得拉风极了。只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],万圣节时装,104564,104564,104564,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2654,,2642,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,,,,1,,,1,,
11088,万圣节男装[白银](3档),万圣节男装[白银](3档),将你装扮成万圣节最吸引眼球的鬼魂。只能男性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],万圣节时装,104565,104565,104565,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,2657,,2648,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,1,,,1,,
11089,万圣节女帽[白银](3档),万圣节女帽[白银](3档),这顶帽子与衣服搭配起来让你显得拉风极了。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],万圣节时装,104560,104560,104560,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2624,,2633,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,,,,2,,,1,,
11090,万圣节女装[白银](3档),万圣节女装[白银](3档),将你装扮成万圣节最吸引眼球的鬼魂。只能女性角色使用。[/]#★ [a]该服饰穿上前不会绑定[/],万圣节时装,104561,104561,104561,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2630,,2639,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,,,,2,,,1,,
11091,南瓜头盔[白银](3档),南瓜头盔[白银](3档),想成为一头恐怖的南瓜四处乱跑吗？戴上它试试吧。[/]#★ [a]该服饰穿上前不会绑定[/],万圣节时装,104556,104556,104556,3,1,1,2007,0,21,0,0,,1,,,,,,1000,0,,1,,-1,1,1,1814400,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,2653,2625,2641,2634,-1,,,,,-1,,,,,1,1,1,,,,,,,,,,,,1002,,,,0,,,1,,
11092,异世界头饰[白银女装](3档),异世界头饰,夸张的龙角让你仿佛外星来客，卷曲的龙尾将你高贵的气质衬托无遗。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104257,104257,104257,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,2322,,2326,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,2,,
11093,异世界之光[白银女装](3档),异世界之光,选用最上乘的精灵龙皮，经99道严密工序，100%手工缝制而成。每一寸纹理中都透射出流行的元素。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,104253,104253,104253,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,2317,,2331,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,2,,
11094,H20-12防护面罩[白银男装](3档),H20-12防护面罩[白银男装](3档),内含高科技吸附颗粒，净化一切有害气体，为呼吸系统筑起铜墙铁壁。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2213,2213,2213,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4517,,4518,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11095,H20-12防护服[白银男装](3档),H20-12防护服[白银男装](3档),由太空进口面料精心制成，颜色简洁，造型流畅。病菌请止步，我的健康我做主。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2214,2214,2214,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4488,,4490,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11096,H20-12防护面罩[白银女装](3档),H20-12防护面罩[白银女装](3档),内含高科技吸附颗粒，净化一切有害气体，为呼吸系统筑起铜墙铁壁。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2211,2211,2211,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4515,,4516,-1,,,,,-1,,,,,1,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11097,H20-12防护服[白银女装](3档),H20-12防护服[白银女装](3档),由太空进口面料精心制成，颜色简洁，造型流畅。病菌请止步，我的健康我做主。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2212,2212,2212,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,,4482,,4486,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,2,,,1,,
11098,圣诞帽[白银男装](3档),圣诞帽,圣诞礼服的组成部分，同时穿戴会使圣诞老人的赐福加成。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2217,2217,2217,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,4473,,4476,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,,1002,3,,,1,,,1,,
11099,圣诞服[白银男装](3档),圣诞服,圣诞老人赐福的礼物，拥有了它就会受到圣诞老人的神光保佑。只能男性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2210,2210,2210,3,1,5,2007,0,21,0,0,,1,,,,,,1500,12,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632006,639001,,,,,,,,,,12800,18,,,,,19,-1,-1,-1,,,,,,,,7,4475,,4478,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,1002,3,,,1,,,1,,
11100,圣诞帽[白银女装](3档),圣诞帽,圣诞礼服的组成部分，同时穿戴会使圣诞老人的赐福加成。只能女性角色使用。[/]#★ 用云游代金券（商城有售）在云游商人处购买。[/]#★ [a]该服饰穿上前不会绑定[/]#★ [a]最低等级需求21级[/],,2215,2215,2215,3,1,1,2007,0,21,0,0,,1,,,,,,1000,10,,1,,-1,1,1,2592000,,,,,,,,,,,,,,,,0,632003,640001,,,,,,,,,,12800,18,,,,,18,-1,-1,-1,,,,,,,,0,,4479,,4483,-1,,,,,-1,,,,,,,1,,,,,,,,,,,,1002,3,,,2,,,1,,
